,City,Lat,Lng,Country,Date,Max Temp,Humidity,Cloudiness,Wind Speed
352,king city,43.93,-79.54,CA,1566778885,71.6,46,20,18.34
353,jiaojiang,,,,{},,,,
354,berga,42.1,1.85,ES,1566778886,73,83,0,1.12
355,itatskiy,56.07,89.04,RU,1566778886,50.3,93,24,4.41
356,ivanteyevka,55.97,37.92,RU,1566778886,57,93,0,4.47
357,khorixas,-20.37,14.96,NA,1566778887,61.28,19,0,6.69
358,lahat,-3.78,103.55,ID,1566778887,68.48,79,98,2.8
359,atlantic city,,,,{},,,,
360,kitgum,3.3,32.88,UG,1566778887,65.24,97,1,1.74
361,samus,56.74,84.7,RU,1566778888,50,100,0,2.24
362,lokosovo,61.13,74.84,RU,1566778888,45.98,78,100,3.87
363,indija,55.45,22.23,LT,1566778888,60.2,95,0,4.76
364,lebu,8.96,38.73,ET,1566778839,55.7,86,30,1.34
365,kurumkan,54.33,110.32,RU,1566778889,43.28,98,100,7.36
366,mandurah,-32.55,115.7,AU,1566778889,55,76,0,8.05
367,debre tabor,11.86,38.01,ET,1566778890,55.16,89,33,1.3
368,endicott,42.1,-76.05,US,1566778890,66.99,63,1,5.82
369,qibili,,,,{},,,,
370,sorvag,,,,{},,,,
371,sarangani,5.4,125.46,PH,1566778891,83.24,75,100,9.91
372,bogorodskoye,52.37,140.44,RU,1566778891,58.22,69,14,4.34
373,balaguer,41.79,0.81,ES,1566778892,72,64,24,8.05
374,farrukhnagar,28.45,76.82,IN,1566778892,88,88,75,4.7
375,stillwater,36.12,-97.06,US,1566778892,87.8,62,1,9.17
376,chihuahua,28.66,-106.08,MX,1566778893,89.6,27,75,5.82
377,kopervik,59.28,5.31,NO,1566778893,63,87,36,11.41
378,semenyih,2.95,101.84,MY,1566778893,77,94,75,2.42
379,winston,43.12,-123.41,US,1566778894,89.6,23,1,12.75
380,klyuchevskiy,53.53,119.45,RU,1566778894,57.68,91,75,1.95
381,killini,,,,{},,,,
382,barnbach,47.03,15.85,AT,1566778894,69.01,93,96,1.12
383,maiduguri,11.84,13.15,NG,1566778895,76.04,76,97,7.52
384,vozdvizhenka,56.12,60.78,RU,1566778895,51.8,100,75,8.95
385,malinovoye ozero,51.68,79.77,RU,1566778895,60.02,55,73,7.76
386,sijunjung,-0.69,100.95,ID,1566778896,67.4,95,96,0.56
387,emporia,38.4,-96.18,US,1566778896,75.2,83,90,5.82
388,terra santa,-2.1,-56.49,BR,1566778896,82.34,45,24,3.29
389,rong kwang,18.34,100.32,TH,1566778897,72.62,97,75,0.02
390,eganville,45.54,-77.1,CA,1566778897,75.2,36,1,5.61
391,arvin,35.21,-118.83,US,1566778898,102.99,24,20,11.41
392,jiaozuo,35.21,113.25,CN,1566778898,70.28,71,87,1.54
393,egvekinot,66.32,-179.17,RU,1566778898,55.88,78,93,6.15
394,freeport,26.54,-78.7,BS,1566778737,84.2,79,75,12.75
395,granger,41.75,-86.11,US,1566778685,73.4,60,1,5.82
396,mandalay,21.98,96.08,MM,1566778899,78.8,94,75,5.82
397,avenal,36,-120.13,US,1566778899,102.99,24,20,8.05
398,fredericton,45.97,-66.65,CA,1566778638,64.4,72,1,3.36
399,ambulu,-8.35,113.61,ID,1566778900,72.44,87,87,5.79
400,kotma,23.2,81.98,IN,1566779028,72.98,91,100,1.03
401,sidi ali,36.1,0.42,DZ,1566778864,76.22,88,4,10.6
402,severnoye,54.09,52.54,RU,1566779028,50.3,86,29,13.11
403,espinosa,-14.92,-42.81,BR,1566779028,69.56,53,74,11.3
404,maracacume,-2.04,-45.96,BR,1566779010,72.8,87,0,3.56
405,tumut,-35.3,148.22,AU,1566779029,51.38,50,1,2.28
406,jos,9.92,8.9,NG,1566779029,68.12,86,100,2.68
407,owosso,43,-84.18,US,1566779029,71.6,56,1,5.82
408,carmo do rio claro,-20.97,-46.12,BR,1566778871,61.46,58,0,6.55
409,mahanje,,,,{},,,,
410,palanga,44.45,25.08,RO,1566779030,79,59,7,12.68
411,lazaro cardenas,28.39,-105.62,MX,1566779030,89.6,27,75,5.82
412,kardla,58.44,26.57,EE,1566779031,55.99,81,0,2.24
413,zhicheng,35.04,112.59,CN,1566779031,73.7,67,81,3.42
414,zomin,39.96,68.4,UZ,1566779031,68.66,31,0,3.4
415,tulle,45.27,1.77,FR,1566779031,64.99,77,0,5.82
416,bucarasica,8.04,-72.87,CO,1566779032,86,62,20,4.7
417,middle island,40.88,-72.94,US,1566779032,70,72,20,4.7
418,dafeng,33.2,120.46,CN,1566779032,81.98,86,20,12.64
419,ruatoria,,,,{},,,,
420,liku,-0.73,119.89,ID,1566779033,81.08,75,60,5.66
421,shchigry,51.87,36.91,RU,1566779033,50,80,0,7.11
422,longkou,37.64,120.47,CN,1566779033,75.68,70,81,9.46
423,kathu,-27.7,23.05,ZA,1566779033,48.99,32,0,4.61
424,vologda,59.22,39.89,RU,1566779034,49.04,86,61,6.15
425,magugu,-4.02,35.77,TZ,1566779034,53.54,95,58,12.3
426,yungkang,,,,{},,,,
427,toucheng,24.86,121.82,TW,1566779034,91.4,66,75,1.12
428,puno,-15.84,-70.03,PE,1566779035,51.8,9,40,8.05
429,paso de carrasco,-34.86,-56.05,UY,1566779035,61,77,0,9.17
430,leca da palmeira,41.19,-8.7,PT,1566779035,69.01,100,20,6.93
431,lomovka,53.92,58.37,RU,1566779036,53.6,81,20,4.47
432,kalanwali,29.83,74.98,IN,1566779036,83.42,65,0,7.49
433,melfi,41,15.66,IT,1566779036,69.8,100,75,8.05
434,qaqortoq,60.72,-46.03,GL,1566778860,46.4,52,0,4.7
435,linkuva,56.09,23.97,LT,1566779037,59,87,0,5.82
436,dasoguz,41.84,59.97,TM,1566779037,66.2,52,0,9.17
437,sanchor,24.76,71.77,IN,1566779037,83.06,66,55,14.36
438,okmulgee,35.62,-95.96,US,1566779037,86,58,1,5.82
439,xining,36.62,101.77,CN,1566778778,50.66,90,100,1.52
440,olmos,-5.99,-79.75,PE,1566779038,64.52,73,89,11.83
441,wagar,31.44,-87.99,US,1566779038,78.01,92,100,3.4
442,gedinne,49.98,4.94,BE,1566779039,69.01,56,0,1.12
443,icod de los vinos,28.37,-16.71,ES,1566779039,78.8,41,0,5.82
444,marsaxlokk,35.84,14.54,MT,1566779039,78.01,73,0,3.36
445,sakaraha,-22.91,44.53,MG,1566779040,62.36,61,0,3.49
446,lesogorskiy,61.05,28.93,RU,1566779040,59,87,0,8.05
447,kanchanaburi,14.03,99.53,TH,1566779040,75.5,93,100,4.18
448,tygda,53.11,126.33,RU,1566779041,68.12,58,34,3.87
449,nicolas bravo,24.39,-104.74,MX,1566779041,73.99,56,90,5.82
450,arteaga,25.45,-100.85,MX,1566779041,82.4,42,40,9.17
451,stoyba,,,,{},,,,
452,kupang,-10.16,123.6,ID,1566779042,78.8,54,20,6.93
453,chaozhou,23.66,116.62,CN,1566779042,78.8,100,75,10.65
454,lake havasu city,34.47,-114.34,US,1566778940,108,23,1,8.05
455,korablino,53.92,40.02,RU,1566779043,44.01,87,5,5.06
456,harstad,68.8,16.53,NO,1566779043,55.4,93,91,24.16
457,eisiskes,54.17,25,LT,1566779043,60.8,77,0,1.12
458,pietarsaari,,,,{},,,,
459,tzaneen,-23.83,30.16,ZA,1566779044,59,28,0,5.82
460,batouri,4.44,14.36,CM,1566779045,65.6,95,100,2.24
461,xichang,27.88,102.25,CN,1566779045,59.3,84,3,2.42
462,mfou,3.72,11.64,CM,1566779045,69.8,94,40,5.82
463,hanzhong,33.08,107.03,CN,1566779046,73.88,87,51,1.79
464,arkansas city,37.06,-97.04,US,1566779046,80.6,69,1,6.93
465,vitre,48.12,-1.21,FR,1566779046,64.4,93,0,8.05
466,salinas,36.67,-121.66,US,1566778812,96.01,64,1,11.41
467,las varas,21.18,-105.14,MX,1566779047,89.6,94,75,10.29
468,bichura,50.59,107.6,RU,1566779047,49.58,91,100,5.82
469,crateus,-5.18,-40.68,BR,1566778817,76.76,50,39,5.93
470,braganca,-1.05,-46.77,BR,1566779048,72.98,91,23,2.77
471,camalu,30.85,-116.07,MX,1566778859,72.62,76,100,8.39
472,anuchino,43.97,133.06,RU,1566779048,69.92,68,0,1.03
473,robertsport,6.75,-11.37,LR,1566779049,76.04,89,77,7.61
474,mae ramat,16.98,98.52,TH,1566779049,75.2,100,75,1.12
475,cabedelo,-6.97,-34.84,BR,1566779049,73.4,94,0,4.7
476,ziyang,30.12,104.65,CN,1566779049,80.36,77,33,2.59
477,shambu,9.57,37.1,ET,1566779050,53,95,65,1.1
478,uyo,5.03,7.92,NG,1566779050,74.6,91,100,3.4
479,port-cartier,50.03,-66.88,CA,1566779050,64.4,55,20,4.7
480,gulu,2.77,32.3,UG,1566779051,63.8,92,14,2.24
481,macau,-5.11,-36.64,BR,1566779051,76.22,72,27,22.19
482,sobinka,55.99,40.02,RU,1566779051,47.96,94,34,2.53
483,chunoyar,57.45,97.32,RU,1566779051,52.46,97,84,5.5
484,izhmorskiy,56.19,86.64,RU,1566779052,49.94,85,59,6.24
485,itaocara,-21.67,-42.08,BR,1566779052,66.14,78,67,5.06
486,asimion,35.05,25.1,GR,1566779052,82.99,69,0,4.7
487,boden,65.83,21.69,SE,1566779053,55.4,71,28,8.05
488,olutanga,7.31,122.85,PH,1566779053,81.08,75,33,3
489,amurrio,43.05,-3,ES,1566779053,69.8,88,75,2.24
490,qasigiannguit,68.82,-51.19,GL,1566778768,39.2,60,40,2.24
491,mestia,43.04,42.73,GE,1566779054,44.72,89,31,2.42
492,bin qirdan,33.14,11.22,TN,1566778815,75.14,79,0,7.63
493,petropavl,54.87,69.13,KZ,1566779054,54.26,67,17,4.97
494,wloszczowa,50.85,19.97,PL,1566779055,68,72,32,1.99
495,lexington,38.05,-84.5,US,1566779055,80.6,57,90,8.05
496,morant bay,17.88,-76.41,JM,1566779055,86,62,20,24.16
497,alamor,-4.02,-80.02,EC,1566779055,89.6,88,90,0.98
498,mandali,33.75,45.55,IQ,1566779056,94.76,13,0,7.18
499,xiaoshi,30.59,116.63,CN,1566779056,81.08,87,58,7.05
500,tambura,,,,{},,,,
501,badarganj,25.68,89.06,BD,1566779056,82.16,79,21,2.55
502,galeana,24.83,-100.08,MX,1566779057,64.99,87,90,1.01
503,hinton,53.4,-117.57,CA,1566779057,58.04,36,97,13.58
504,catalao,-18.17,-47.95,BR,1566779057,71,32,0,8.03
505,carandai,-20.95,-43.81,BR,1566778819,53.6,87,0,2.24
506,sorong,-0.86,131.25,ID,1566779058,79.64,76,94,8.72
507,mehran,33.12,46.17,IR,1566779058,78.8,27,0,2.24
508,ziro,27.54,93.82,IN,1566779059,59.48,85,0,4.14
509,topeka,39.05,-95.68,US,1566779008,75.2,69,20,3.36
510,mangai,-4.07,19.59,CD,1566779059,72.44,82,91,5.82
511,shangzhi,45.21,127.96,CN,1566779060,64.34,89,64,3.58
512,savelugu,9.63,-0.83,GH,1566779060,74.06,93,62,6.6
513,linhai,28.86,121.14,CN,1566778835,88,86,78,3.24
514,kupino,54.36,77.31,RU,1566779060,54.8,63,10,8.61
515,khormuj,,,,{},,,,
516,santa eulalia del rio,,,,{},,,,
517,yuzhno-kurilsk,44.03,145.86,RU,1566779061,58.94,79,44,5.97
518,ustyuzhna,58.84,36.43,RU,1566779061,49.76,92,91,4.65
519,arkhipo-osipovka,44.37,38.53,RU,1566779061,68.66,68,0,7.83
520,singkawang,,,,{},,,,
521,zhaozhou,45.71,125.27,CN,1566779062,67.58,84,97,11.14
522,miracema do tocantins,-9.56,-48.4,BR,1566779062,81.26,36,98,3.74
523,hue,16.47,107.58,VN,1566779062,82.4,94,75,1.12
524,saint-malo,48.65,-2.02,FR,1566779063,64,93,90,9.17
525,gravdal,59.79,5.78,NO,1566779063,62.01,87,63,11.41
526,lumut,4.66,114.45,BN,1566779063,80.6,88,75,3.36
527,mogocha,53.73,119.76,RU,1566779063,58.58,81,81,1.48
528,umm jarr,,,,{},,,,
529,zavodouspenskoye,56.86,65.02,RU,1566779064,57.99,100,20,2.24
530,madimba,4.42,9.93,CM,1566779065,75.2,100,75,1.74
531,nueva italia de ruiz,19.02,-102.1,MX,1566779065,73.4,78,90,9.17
532,doha,25.29,51.53,QA,1566779065,91.4,79,0,3.36
533,magomeni,-6.8,39.25,TZ,1566779065,73.4,94,20,4.7
534,pangkalanbuun,-2.68,111.62,ID,1566778841,75.68,94,93,3.15
535,mildura,-34.18,142.16,AU,1566778864,52,75,0,6.93
536,la orilla,18,-102.23,MX,1566779066,83.78,75,27,3.47
537,jiangyou,31.78,104.73,CN,1566779067,70.1,84,100,2.15
538,casambalangan,18.38,122.13,PH,1566779067,82.52,80,0,1.59
539,mookane,-23.68,26.66,BW,1566779067,56.06,45,0,2.37
540,ceahlau,47.05,25.97,RO,1566779067,64.99,85,2,3.49
541,kaili,-3.46,120.21,ID,1566779068,65.96,76,82,1.28
542,utevka,52.9,50.95,RU,1566779068,52.64,89,0,10.27
543,opelousas,30.53,-92.08,US,1566778819,79,94,90,9.01
544,valdobbiadene,45.9,12,IT,1566779069,77,69,72,4.7
545,etla,17.21,-96.8,MX,1566779069,73.4,56,90,25.28
546,ahtopol,42.1,27.94,BG,1566779069,73.99,78,0,8.05
547,dalen,35.23,45.96,IQ,1566779070,75.2,100,90,2.89
548,nueva loja,0.08,-76.88,EC,1566779070,86,70,20,2.24
549,changping,40.22,116.23,CN,1566779070,73.99,88,73,2.24
550,pullampadi,,,,{},,,,
551,punto fijo,11.69,-70.21,VE,1566779071,82.34,80,0,36.62
552,parangan,5.08,119.94,PH,1566779071,83.06,71,50,4.41
553,ocampo,27.32,-102.4,MX,1566779071,87.02,25,2,7.85
554,sunrise manor,36.21,-115.07,US,1566779072,106,9,1,6.93
555,garrel,52.96,8.02,DE,1566779072,70,77,0,2.24
556,pandan,11.72,122.09,PH,1566779072,81.44,80,76,9.57
557,mariental,-25.72,-49.65,BR,1566779073,51.8,87,75,6.93
558,paysandu,-32.32,-58.08,UY,1566779073,62.01,91,100,5.01
559,whitecourt,54.14,-115.68,CA,1566779073,60.8,55,75,20.8
560,vikersund,59.97,9.99,NO,1566779073,60.01,87,0,3.04
561,adzope,6.11,-3.86,CI,1566779074,70.82,98,70,2.95
562,mgandu,-5.96,34.11,TZ,1566779074,58.76,75,2,7.76
563,barbastro,42.04,0.13,ES,1566779074,73,56,0,5.82
564,kaseda,31.42,130.32,JP,1566779074,77,88,90,2.24
565,grand island,40.92,-98.34,US,1566778799,73.99,88,90,6.93
566,bangkalan,-7.05,112.74,ID,1566779075,76.4,71,86,3.76
567,state college,40.79,-77.86,US,1566779075,69.01,72,1,4.25
568,patacamaya,-17.23,-67.92,BO,1566779075,49.04,13,66,14.07
569,amberley,-43.15,172.73,NZ,1566779076,57,66,36,13.87
570,sychevka,55.83,34.27,RU,1566779076,50.12,93,10,3.18
571,yamada,36.58,137.08,JP,1566779077,81,65,20,2.24
572,mount gambier,-37.83,140.78,AU,1566779077,51.8,87,32,8.05
573,emerald,-23.53,148.16,AU,1566779077,72,56,88,4.7
574,utinga,-5.82,-35.4,BR,1566779077,77,88,0,6.93
575,jiutai,44.15,125.84,CN,1566779078,69.8,77,75,8.95
576,nevsehir,38.62,34.71,TR,1566779078,70,64,0,1.12
577,djenne,13.91,-4.55,ML,1566779078,76.76,81,35,11.01
578,ranot,7.78,100.32,TH,1566779079,77.12,79,100,5.01
579,warwick,41.7,-71.42,US,1566779079,64.4,82,40,6.93
580,staroaleyskoye,51.01,82,RU,1566779079,56.24,78,72,3.47
581,bafq,31.6,55.4,IR,1566779080,62.18,17,0,5.1
582,angra,,,,{},,,,
583,goose creek,38.32,-85.65,US,1566779080,82.99,58,90,9.17
584,batie,45.06,5.82,FR,1566779080,68,82,0,4.7
585,chudniv,50.05,28.12,UA,1566779081,57.14,71,2,7.14
586,gonbad-e qabus,37.25,55.17,IR,1566779081,71.6,78,0,8.95
587,fatehpur,31.18,71.21,PK,1566779081,93.32,31,37,7.9
588,buenos aires,-34.61,-58.44,AR,1566778949,60.01,87,0,5.82
589,garden city,43.62,-116.24,US,1566779019,84.99,18,1,17.22
590,iraucuba,-3.75,-39.78,BR,1566779082,75.32,69,21,7.11
591,pavino,55.02,82.61,RU,1566779083,42.8,100,0,2.89
592,alliance,40.92,-81.11,US,1566779083,70,63,1,3.36
593,greeneville,36.16,-82.83,US,1566779083,75.2,73,75,3.36
594,koshurnikovo,54.3,93.39,RU,1566779084,49.4,98,49,2.24
595,moctezuma,29.81,-109.68,MX,1566779084,83.24,58,67,11.5
596,natchitoches,31.76,-93.09,US,1566779084,86,74,40,9.17
597,mogwase,-25.28,27.22,ZA,1566779085,48.2,49,0,3.36
598,gaozhou,21.91,110.85,CN,1566779085,75.68,93,100,2.08
599,cukai,4.25,103.42,MY,1566779085,77,94,75,1.3
600,bollnas,61.35,16.39,SE,1566779086,57.32,91,70,4.59
601,penalva,-3.29,-45.17,BR,1566779086,76.22,72,5,4.92
602,noumea,-22.28,166.46,NC,1566779086,73.4,53,90,3.36
603,porto-vecchio,41.59,9.28,FR,1566779086,73.4,73,0,5.82
604,safranbolu,41.25,32.69,TR,1566779087,65.96,56,0,3.18
605,qom,34.64,50.88,IR,1566779087,68.66,37,0,4.97
606,saldanha,41.42,-6.55,PT,1566779087,65.96,78,89,10.69
607,medford,42.33,-122.87,US,1566779048,95,19,1,3.36
608,gore,8.15,35.53,ET,1566779088,56.24,99,74,1.99
609,fare,-16.7,-151.02,PF,1566779088,78.38,64,0,5.75
610,resen,41.09,21.01,MK,1566779089,66.68,57,2,2.89
611,abidjan,5.32,-4.02,CI,1566779089,77,94,75,6.93
612,rocha,-34.48,-54.34,UY,1566779066,54.62,91,100,12.21
613,casian,44.5,28.48,RO,1566779090,78.01,53,0,13.87
614,kilmez,,,,{},,,,
615,jagtial,18.8,78.92,IN,1566779090,71,90,95,7.27
616,kuldiga,56.97,21.96,LV,1566779090,53.6,100,0,1.12
617,nioro,13.79,-15.05,GM,1566779091,76.94,85,100,7.27
618,gewane,10.16,40.66,ET,1566779091,83.06,45,5,11.3
619,leeton,-34.55,146.4,AU,1566779091,48.2,65,0,3.36
620,severo-yeniseyskiy,60.37,93.04,RU,1566779091,45.26,94,21,8.23
621,rochelle,41.92,-89.07,US,1566779092,73.4,77,90,3.36
622,mulchen,-37.72,-72.23,CL,1566779092,50.48,86,90,12.8
623,kristinehamn,59.31,14.11,SE,1566779092,57,100,40,3.36
624,mudbidri,13.08,74.98,IN,1566779093,73.4,94,75,11.79
625,don sak,9.32,99.69,TH,1566779093,82.4,74,20,2.24
626,berja,36.85,-2.95,ES,1566779093,78.8,69,0,8.05
627,ortakoy,38.74,34.04,TR,1566779093,70,64,0,1.12
628,ayr,-19.58,147.4,AU,1566779094,75,68,31,3.4
629,bagdarin,54.44,113.59,RU,1566779094,49.4,97,83,0.81
630,crotone,39.09,17.12,IT,1566779095,74.24,52,0,5.03
631,azar shahr,,,,{},,,,
632,richard toll,,,,{},,,,
633,makinsk,52.63,70.42,KZ,1566779095,58.04,79,0,6.87
634,ushumun,52.78,126.54,RU,1566779095,67.4,64,56,4.76
635,barhi,24.31,85.42,IN,1566779096,78.8,100,40,4.7
636,khirkiya,22.17,76.86,IN,1566779096,73.88,95,100,13.78
637,tres lagoas,,,,{},,,,
638,durango,24.02,-104.67,MX,1566779097,73.99,56,90,5.82
639,wolmaranstad,,,,{},,,,
640,paciran,-6.9,112.33,ID,1566779097,75.5,71,97,6.33
641,tanout,14.97,8.88,NE,1566779097,79.28,65,17,11.5
642,volchansk,59.94,60.08,RU,1566779098,49.04,96,100,7.76
643,leo,11.1,-2.1,BF,1566779098,72.08,89,41,6.11
644,cottonwood,34.74,-112.01,US,1566779098,97,26,75,4.7
645,pokhara,28.21,83.99,NP,1566779099,55.34,67,71,3.24
646,youhao,47.86,128.84,CN,1566779099,64.88,85,26,2.17
647,rumphi,-11.02,33.86,MW,1566779099,59.84,78,2,6.76
648,idrija,46,14.03,SI,1566779099,77,100,75,2.24
649,razole,16.48,81.84,IN,1566779100,76.4,87,100,3.8
650,kabinda,-6.14,24.49,CD,1566779100,73.7,41,29,2.68
651,barrhead,54.12,-114.4,CA,1566779101,68,45,40,16.11
652,drezdenko,52.84,15.83,PL,1566779101,65.42,73,39,7.43
653,shintomi,32.08,131.47,JP,1566779101,73.4,94,75,11.41
654,meybod,32.25,54.02,IR,1566779101,71.6,15,0,2.24
655,yara,20.27,-76.95,CU,1566779102,82.16,75,50,5.17
656,uige,-7.61,15.06,AO,1566779102,66.68,80,94,2.28
657,kerchevskiy,59.95,56.29,RU,1566779102,44.72,91,100,13.33
658,kreuztal,50.96,7.99,DE,1566779102,72,88,0,1.12
659,kurdzhinovo,43.99,40.96,RU,1566779103,52.82,91,0,3.13
660,bracebridge,45.04,-79.31,CA,1566779103,75,46,1,4.7
661,riihimaki,60.74,24.78,FI,1566779103,59,93,0,5.82
662,paka,4.15,15.03,CF,1566779104,67.58,90,100,1.25
663,lulea,65.58,22.15,SE,1566779104,55.4,71,20,8.05
664,garoua,9.31,13.39,CM,1566779104,75.2,88,20,6.93
665,kuching,1.56,110.34,MY,1566779105,77,88,75,1.12
666,andra,62.52,65.89,RU,1566779105,46.88,71,100,9.84
667,sirsa,29.54,75.04,IN,1566779105,84.32,57,99,6.51
668,sosnovo-ozerskoye,52.53,111.54,RU,1566779106,49.04,83,4,13.51
669,unity,52.44,-109.15,CA,1566779106,70,50,9,8.99
670,charyshskoye,51.4,83.56,RU,1566779106,50.84,88,18,4.03
671,bandar-e lengeh,26.56,54.88,IR,1566779107,86,70,0,2.19
672,tsumeb,-19.25,17.72,NA,1566779107,58.58,10,0,9.44
673,buckeye,33.37,-112.58,US,1566778933,104,27,1,4.7
674,urfa,,,,{},,,,
675,capao bonito,-24.01,-48.35,BR,1566778968,51.02,92,3,8.84
676,parana,-7.52,-72.89,BR,1566779108,73.4,94,0,1.12
677,gboko,7.32,9,NG,1566779109,71.18,89,98,2.33
678,guarapari,-20.67,-40.5,BR,1566779109,70,83,90,9.17
679,arandis,-22.42,14.98,NA,1566779109,62.01,82,0,6.35
680,lashio,22.93,97.75,MM,1566778826,68.84,99,72,1.01
681,dodola,10.12,-3.28,BF,1566779110,72.98,87,65,7.27
682,edea,3.8,10.13,CM,1566779111,75.2,100,75,1.92
683,millville,39.4,-75.04,US,1566778966,71.01,68,1,9.17
684,santa josefa,7.99,126.03,PH,1566779111,79,46,99,2.19
685,sayyan,15.17,44.32,YE,1566779111,73.88,58,24,1.01
686,jonkoping,57.78,14.16,SE,1566778866,59,87,40,3.36
687,sofiysk,,,,{},,,,
688,hobbs,32.7,-103.14,US,1566778920,105.8,7,5,14.99
689,guerande,48.47,-4.17,FR,1566779112,62.01,93,66,5.14
690,saposoa,-6.93,-76.77,PE,1566779113,62.6,290,20,3.36
691,komarikhinskiy,58.1,57.12,RU,1566779113,48.2,93,75,11.18
692,otavi,-19.64,17.34,NA,1566779113,51.56,13,0,5.5
693,fez,34.03,-5.02,MA,1566779113,73.4,73,0,9.17
694,bengkalis,,,,{},,,,
695,pevek,69.7,170.27,RU,1566779114,46.16,73,100,2.19
696,kropotkin,45.43,40.58,RU,1566779115,77,45,0,5.55
697,sandpoint,48.28,-116.55,US,1566779115,75.99,28,75,6.93
698,rizhao,35.43,119.46,CN,1566779115,73.88,84,97,8.84
699,manicore,-5.81,-61.3,BR,1566779115,82.7,53,86,0.98
700,kismayo,,,,{},,,,
